"x","y"
67.1772007318452,73.0958050153846
72.6306340966393,78.1733399522358
73.0391897075966,81.7243519273636
90.0966460792421,94.5102987358301
87.9469872291065,91.6249378087216
89.0633886703901,90.7165751065832
84.650415021563,92.0656208873599
87.3191093392055,89.9752920110776
86.0703584811284,93.4371803810778
87.3360178643283,94.7435981519659
89.9277898929133,88.9925999967883
83.2880847903076,89.0728273292004
87.5936500261367,88.7384668618623
84.5541671500852,94.4470390260178
2.61012126529539,64.8183261675124
17.858781522215,55.5210560596426
15.9641122171486,50.8467785121812
17.3141398485688,54.6646267343012
34.6700264305558,76.5847708213776
38.2607030629537,71.9700151139159
39.3189504866169,78.4534150996939
34.2516513431014,77.1838212426185
36.3506117741569,77.6081819911154
34.4340485870486,73.7550423032986
33.9886996002558,75.6311313407072
38.6074110185198,76.8737238200146
35.6705441184943,77.9066845677165
7.15687869673089,54.3473526262409
27.2852105378217,71.7150435187598
20.5271382726801,79.0235778654554
44.2423611736782,49.7911181446433
47.7176889577049,50.597230374597
44.3816139379331,47.4898342269856
46.4305353596181,45.0520112748422
49.5096660818892,50.8529459685013
59.9035957167662,4.20906009791439
67.5604790278623,2.02078447903325
63.3927581853136,5.4472044804836
67.3089138256893,2.885348238045
98.1032674337505,51.2265723816015
99.5120000123562,52.1070581325244
99.1805549070305,50.9859330527906
96.1887516650584,55.1128483099366
57.1519096063823,64.9741059022824
59.8635665015741,62.3248402320714
52.4978747446037,64.369425782734
55.95355448112,63.3838946241815
56.3686056964453,63.1533486184041
20.2376663912192,58.4558655382265
29.0116397399991,58.4267185965791
25.2205088951885,57.5914696879261
29.0414471904534,57.8640067934125
20.1067322741219,54.0795274259186
20.2087911097876,5.06047889514782
80.7494134923788,35.6826387319139
79.5542696848434,35.3814488620216
78.4622641956917,37.8760610136311
80.0970419399938,36.9944835822888
81.4362386511731,37.689479655389
81.9561947912841,40.9469788503331
77.8412180128202,37.0563201271931
81.3401239288887,35.8113750688983
82.3986869061658,38.8117923740755
80.3565269054018,35.6254358741787
61.2923481145124,1.8343024382189
84.3262948483252,76.2493358069373
87.5711441119727,75.7402679309657
79.3820078149662,69.5546630635428
81.9072637878572,72.9823606500358
78.7514269373999,73.9999276956618
83.5686999909738,74.044955517151
84.4200658376485,73.4396115385031
80.9043845302287,73.8681934842483
87.2571987032249,74.6756757123831
77.0851021954698,8.09424915091251
78.3102751735396,6.36397089759855
83.0133417727073,94.3248967328091
81.8656507305507,91.6309170421336
85.2690992326794,89.7226119909378
91.1622039094203,91.7569053864074
82.0484305182158,90.590422173134
84.8493598241872,94.7471535768031
83.7294863621125,95.3248394329524
86.8807729153516,96.013765710685
85.4880566842154,91.6580294025422
86.9791752120526,93.9470213256572
87.3418393507837,88.3416161166121
87.7334803032207,95.9804519767126
82.7422458193594,93.2440890370438
86.0721345184424,93.4155539858372
82.8485839078506,92.9268852465108
48.0390166492528,88.0947381323059
40.5608325711871,87.4843401275197
43.7127350456751,87.0876324170673
42.3428102901277,88.8829565870444
46.470937112573,87.0837462300717
45.9861836238077,84.1190144673594
48.4817741845777,85.9328335405473
78.1577150564862,0.0884151764427941
96.4540647287736,69.9023525342226
99.2685418610684,72.1043491971601
90.018534970896,2.57327536328948
80.5807514312865,1.38757343627482
11.0702828813858,70.8738255414373
13.0972882248343,67.9345645893342
11.3745488894379,69.82292606426
14.5816950202763,75.0188349354116
80.2534389428931,39.6668505494331
82.2207960690631,33.739551060277
80.3843501023095,38.6832332406992
76.946278155195,35.4911837427928
78.4370302422816,35.0123172844952
0.398825946526017,23.8024791935598
86.3058054786204,92.4983532841062
85.4672340897537,89.957481662559
88.6122217810066,87.2491924702558
83.3903611494829,92.4173890636818
86.0204419740187,91.9089860267968
84.7323232477825,92.590659205472
86.9101886908057,87.0936828509807
89.7936567737983,93.0789340646205
86.7852771715805,88.2057108237844
88.7960371484697,91.7459078517258
88.073887101344,88.9740810841105
72.5444872843091,38.754925071604
66.8257763842599,43.5264841268837
68.0610100292003,46.2080653643898
66.2019135828861,46.7547018962747
99.6217862032428,91.5136213679688
96.8184147126705,92.6336743340832
97.6776963766312,91.9042897457622
95.3562895298504,93.3719257476542
97.9567736856078,92.4779438379837
97.9853041322584,87.8769036906633
99.1011029879495,92.7784861313644
99.9803081653214,96.5067587305178
98.5754842032335,87.4600407715252
67.0347164397107,27.4744123865048
67.937785105565,23.3457098429613
71.2732291899677,26.5437941096784
67.0138185005183,27.0150126627699
9.06156355982588,73.1599744593095
23.5534942362852,63.5682495887823
22.5855862327678,63.8027750288956
24.5992225052559,64.7735778604558
26.8217564194161,65.040529166766
65.745394255246,71.744925795623
69.6071393968985,81.9558269892912
72.0341418516614,77.2404536772101
72.4332208648274,78.4013850104116
66.2342069121542,73.7862431440049
76.6665437161205,69.4694059919655
70.5496568531298,73.2714193385638
68.9707666357293,70.5182981120893
67.9356536926593,75.5835573772963
75.0787647766112,74.123825373243
69.2725044013198,71.6571436855992
16.1530068605588,51.6935272864147
14.4898924377195,44.9332905102495
15.5086184594154,52.0974871179803
14.1840272501862,51.2050539158417
96.6280340768218,56.8017715559567
88.8174080523947,55.3511246326064
86.6683634108706,63.1411928979327
51.1680324416143,85.9383350684581
51.1599752628007,87.6160702696162
52.7841695781415,85.9768473402803
50.5031938136235,91.9476287975427
48.1774520243397,89.4322864847978
53.1024601459039,84.1207541506965
51.0008010812683,91.187869295019
51.6295235427418,83.9037009275797
47.2713795869134,86.043517091082
34.5332030469953,91.6464101645938
30.7127512612559,96.4548051862007
33.3264425247939,94.4285748837832
33.0272066571221,93.8206987394008
32.6912896859925,91.2964965022013
33.6399738655007,89.2357822481646
10.4433312084516,38.5462553111922
8.76276374259465,39.6845824710392
56.5339133206424,79.2718996470256
54.3243842499773,81.0820203373751
12.7136720207556,21.433425030532
13.5412591353918,24.5960333901604
13.9242176283817,22.3412156914062
13.00965359089,29.970048385022
8.44781952245464,26.1328872936216
8.94991203796477,23.2749606142881
56.1301698924539,27.4206877682473
51.4505238055071,24.4941630512876
48.3024467325032,30.7687005148317
50.4755064470851,25.0867010410725
48.4905317263251,24.0363977768612
55.5522603443389,24.2867609522656
54.0394910328308,29.1260330604726
39.1256921880645,72.345090342237
34.9329838646703,68.7261691888841
35.3359806487506,75.7520121921674
36.2386445076712,77.1226308215469
96.7121794447688,56.6178481763963
99.1521844777278,65.0317093225199
49.5517504331006,63.4476290908079
47.3515221416293,65.4363251702072
43.1726245993286,64.7767622939018
44.420920056431,61.1558905981018
48.6507291683545,65.8475375726628
50.3904619480568,58.4492334334569
49.1975063615571,65.1407446641941
99.5146181635912,46.3153242726428
99.4664738344056,45.9325856952177
94.7435646744541,44.717866385649
98.1081758761471,42.4867895579033
99.9765351606235,43.6939797885789
99.4206976171923,43.7545479133538
61.9346932189782,27.0824702008452
63.7224410386549,25.5555370720225
60.2115119319899,26.8269197311589
64.5201839705203,24.8956197064704
7.38310487452964,73.0794376919477
13.5241619713105,71.6658263649081
12.3392188885692,70.6221034537373
49.2589236816599,31.0547502176706
44.0835114509442,30.5854464514709
50.1802234173289,26.626995808312
26.5569863827573,30.5404404569079
21.492019210292,33.5940792910105
30.5957117465595,31.2471687420707
28.445837214872,26.4832849613235
